region,measure,value
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to12weeks,400.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to18weeks,400.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver18weeks,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver90days,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,385.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessmentOver90days,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment,380.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to2weeks,240.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to4weeks,335.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to6weeks,355.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to12weeks,370.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to18weeks,375.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver18weeks,5.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver90days,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,635.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessmentOver90days,35.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment,600.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to2weeks,270.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to4weeks,465.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to6weeks,535.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to12weeks,590.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to18weeks,590.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver18weeks,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver90days,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,1525.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessmentOver90days,310.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment,1440.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to2weeks,470.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to4weeks,770.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to6weeks,975.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to12weeks,1175.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to18weeks,1230.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver18weeks,210.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver90days,255.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,805.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessmentOver90days,60.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment,800.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to2weeks,415.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to4weeks,560.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to6weeks,650.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to12weeks,740.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to18weeks,770.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver18weeks,30.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver90days,60.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to4weeks,5.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to6weeks,5.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to12weeks,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to18weeks,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,1595.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessmentOver90days,255.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment,1585.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to2weeks,535.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to4weeks,985.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to6weeks,1155.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to12weeks,1335.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to18weeks,1375.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver18weeks,210.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatmentOver90days,250.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForAssessment,2200.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForAssessmentOver90days,100.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment,2155.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to2weeks,505.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to4weeks,1085.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to6weeks,1570.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to12weeks,2085.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to18weeks,2120.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatmentOver18weeks,35.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatmentOver90days,60.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForAssessment,30.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment,25.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to2weeks,5.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to4weeks,10.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to6weeks,20.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to12weeks,25.0
NHS NORTHAMPTONSHIRE ICB - 78H,Count_WaitingForTreatment0to18weeks,25.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForAssessment,10.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment,10.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment0to18weeks,5.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForAssessment,830.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForAssessmentOver90days,15.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment,815.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment0to2weeks,585.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment0to4weeks,805.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment0to6weeks,805.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment0to12weeks,810.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatment0to18weeks,810.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatmentOver18weeks,5.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,Count_WaitingForTreatmentOver90days,5.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForAssessment,5.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment,5.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment0to18weeks,5.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForAssessment,3215.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForAssessmentOver90days,5.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment,3215.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment0to2weeks,2040.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment0to4weeks,3075.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment0to6weeks,3175.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment0to12weeks,3210.0
NHS KENT AND MEDWAY ICB - 91Q,Count_WaitingForTreatment0to18weeks,3210.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForAssessment,185.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment,180.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to2weeks,145.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to4weeks,175.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to6weeks,180.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to12weeks,180.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to18weeks,180.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForAssessment,10.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForAssessmentOver90days,5.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment,10.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatmentOver18weeks,5.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatmentOver90days,5.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForAssessment,50.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment,55.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to2weeks,45.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to4weeks,50.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to6weeks,50.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to12weeks,55.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to18weeks,55.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForAssessment,520.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment,470.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to2weeks,385.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to4weeks,455.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to6weeks,470.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to12weeks,470.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to18weeks,470.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForAssessment,820.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForAssessmentOver90days,5.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment,805.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to2weeks,635.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to4weeks,765.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to6weeks,795.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to12weeks,805.0
NHS SURREY HEARTLANDS ICB - 92A,Count_WaitingForTreatment0to18weeks,805.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForAssessment,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForAssessmentOver90days,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatmentOver18weeks,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatmentOver90days,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForAssessment,10.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment0to12weeks,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment0to18weeks,5.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForAssessment,1135.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForAssessmentOver90days,10.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment,1175.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment0to2weeks,825.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment0to4weeks,1080.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment0to6weeks,1135.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment0to12weeks,1170.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatment0to18weeks,1175.0
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",Count_WaitingForTreatmentOver90days,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,195.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessmentOver90days,65.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,195.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to2weeks,35.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to4weeks,65.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,75.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,125.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,170.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver18weeks,25.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver90days,65.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessmentOver90days,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver18weeks,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver90days,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessmentOver90days,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to4weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver90days,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,2570.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessmentOver90days,135.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,2505.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to2weeks,1195.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to4weeks,1905.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,2170.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,2425.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,2460.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver18weeks,50.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver90days,70.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,20.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,20.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to2weeks,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to4weeks,20.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,20.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,20.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,20.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,845.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessmentOver90days,45.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,830.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to2weeks,375.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to4weeks,615.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,730.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,790.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,805.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver18weeks,25.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatmentOver90days,40.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to4weeks,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,15.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to2weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to4weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,10.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForAssessment,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to6weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to12weeks,5.0
NHS NORTH CENTRAL LONDON ICB - 93C,Count_WaitingForTreatment0to18weeks,5.0
NHS SUSSEX ICB - 97R,Count_WaitingForAssessment,865.0
NHS SUSSEX ICB - 97R,Count_WaitingForAssessmentOver90days,90.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatment,765.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatment0to2weeks,500.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatment0to4weeks,695.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatment0to6weeks,735.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatment0to12weeks,755.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatment0to18weeks,760.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatmentOver18weeks,5.0
NHS SUSSEX ICB - 97R,Count_WaitingForTreatmentOver90days,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForAssessment,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForAssessment,1020.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForAssessmentOver90days,45.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment,955.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to2weeks,555.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to4weeks,815.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to6weeks,915.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to12weeks,950.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to18weeks,955.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatmentOver90days,5.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForAssessment,5.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForAssessment,355.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForAssessmentOver90days,15.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment,335.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to2weeks,225.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to4weeks,310.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to6weeks,325.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to12weeks,330.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to18weeks,335.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForAssessment,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to2weeks,130.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to4weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to6weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to12weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to18weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForAssessment,215.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForAssessmentOver90days,20.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment,170.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to2weeks,130.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to4weeks,150.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to6weeks,155.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to12weeks,160.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to18weeks,160.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatmentOver18weeks,10.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatmentOver90days,10.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForAssessment,285.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForAssessmentOver90days,30.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment,240.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to2weeks,195.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to4weeks,225.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to6weeks,225.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to12weeks,230.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to18weeks,230.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatmentOver18weeks,10.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatmentOver90days,10.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForAssessment,25.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForAssessmentOver90days,20.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatment,25.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatmentOver18weeks,20.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatmentOver90days,20.0
